air_temp,albedo,azimuth,dhi,dni,ghi,snow_depth,wind_speed_10m,zenith,period_end,period
0,0.4,100,0,0,0,16.1,5.4,112,2022-01-10T00:00:00Z,PT60M
0,0.4,90,0,0,0,16,6,122,2022-01-10T01:00:00Z,PT60M
-1,0.4,78,0,0,0,16.1,6.8,133,2022-01-10T02:00:00Z,PT60M
-2,0.4,64,0,0,0,16.2,7.2,143,2022-01-10T03:00:00Z,PT60M
-2,0.4,43,0,0,0,16.2,7.3,151,2022-01-10T04:00:00Z,PT60M
-4,0.4,14,0,0,0,16.1,7.2,156,2022-01-10T05:00:00Z,PT60M
-6,0.42,-20,0,0,0,16.1,6.9,155,2022-01-10T06:00:00Z,PT60M
-6,0.42,-48,0,0,0,16.1,6.7,150,2022-01-10T07:00:00Z,PT60M
-8,0.42,-67,0,0,0,16.1,6.4,141,2022-01-10T08:00:00Z,PT60M
-11,0.42,-81,0,0,0,16.1,6,131,2022-01-10T09:00:00Z,PT60M
-12,0.42,-92,0,0,0,16,5.2,120,2022-01-10T10:00:00Z,PT60M
-14,0.42,-102,0,0,0,15.7,4.7,110,2022-01-10T11:00:00Z,PT60M
-14,0.42,-112,0,0,0,15.4,4.4,100,2022-01-10T12:00:00Z,PT60M
-14,0.42,-122,5,74,12,15.3,4,90,2022-01-10T13:00:00Z,PT60M
-14,0.42,-133,34,632,126,15.2,3.5,82,2022-01-10T14:00:00Z,PT60M
-13,0.42,-146,59,775,257,14.9,3.7,75,2022-01-10T15:00:00Z,PT60M
-13,0.42,-159,144,480,302,14.5,4.5,70,2022-01-10T16:00:00Z,PT60M
-13,0.42,-174,200,244,291,14.3,4.5,68,2022-01-10T17:00:00Z,PT60M
-12,0.42,171,197,5,199,14.3,4.4,68,2022-01-10T18:00:00Z,PT60M
-12,0.42,157,177,88,206,14.3,4.8,71,2022-01-10T19:00:00Z,PT60M
-12,0.42,143,113,94,134,14.3,5,76,2022-01-10T20:00:00Z,PT60M
-12,0.42,131,59,46,63,14.4,4.6,83,2022-01-10T21:00:00Z,PT60M
-14,0.42,120,3,8,3,14.4,4,92,2022-01-10T22:00:00Z,PT60M
-15,0.42,110,0,0,0,14.4,3.7,101,2022-01-10T23:00:00Z,PT60M
-15,0.42,100,0,0,0,14.4,3.6,112,2022-01-11T00:00:00Z,PT60M
-16,0.42,90,0,0,0,14.4,3.4,122,2022-01-11T01:00:00Z,PT60M
-17,0.42,78,0,0,0,14.4,3.3,132,2022-01-11T02:00:00Z,PT60M
-19,0.42,64,0,0,0,14.4,3.4,142,2022-01-11T03:00:00Z,PT60M
-19,0.42,43,0,0,0,14.4,3.4,151,2022-01-11T04:00:00Z,PT60M
-21,0.42,14,0,0,0,14.4,3.4,156,2022-01-11T05:00:00Z,PT60M
-22,0.42,-20,0,0,0,14.4,3.5,155,2022-01-11T06:00:00Z,PT60M
-22,0.42,-47,0,0,0,14.4,3.6,149,2022-01-11T07:00:00Z,PT60M
-23,0.42,-66,0,0,0,14.4,3.5,141,2022-01-11T08:00:00Z,PT60M
-24,0.42,-80,0,0,0,14.4,3.3,131,2022-01-11T09:00:00Z,PT60M
-25,0.42,-92,0,0,0,14.8,3.1,120,2022-01-11T10:00:00Z,PT60M
-27,0.42,-102,0,0,0,15,3,110,2022-01-11T11:00:00Z,PT60M
-27,0.42,-112,0,0,0,15,3,100,2022-01-11T12:00:00Z,PT60M
-27,0.42,-122,7,36,10,14.9,2.6,90,2022-01-11T13:00:00Z,PT60M
-26,0.42,-133,30,679,129,14.8,2.3,82,2022-01-11T14:00:00Z,PT60M
-25,0.42,-146,46,854,266,14.8,2.4,75,2022-01-11T15:00:00Z,PT60M
-25,0.42,-159,54,926,368,14.8,2.4,70,2022-01-11T16:00:00Z,PT60M
-24,0.42,-174,60,946,418,14.7,2.6,68,2022-01-11T17:00:00Z,PT60M
-23,0.42,171,58,952,415,14.6,2.8,68,2022-01-11T18:00:00Z,PT60M
-22,0.42,157,55,912,354,14.6,2.6,71,2022-01-11T19:00:00Z,PT60M
-22,0.42,143,44,833,245,14.6,2.4,76,2022-01-11T20:00:00Z,PT60M
-22,0.42,131,27,601,104,14.6,2.3,83,2022-01-11T21:00:00Z,PT60M
-24,0.42,120,2,30,5,14.6,2.1,92,2022-01-11T22:00:00Z,PT60M
-25,0.42,110,0,0,0,14.6,2.1,101,2022-01-11T23:00:00Z,PT60M
-25,0.42,100,0,0,0,14.6,2.1,111,2022-01-12T00:00:00Z,PT60M
-25,0.42,90,0,0,0,14.6,2.4,122,2022-01-12T01:00:00Z,PT60M
-25,0.42,78,0,0,0,14.6,2.8,132,2022-01-12T02:00:00Z,PT60M
-25,0.42,64,0,0,0,14.5,3.1,142,2022-01-12T03:00:00Z,PT60M
-25,0.42,43,0,0,0,14.2,3.5,151,2022-01-12T04:00:00Z,PT60M
-24,0.42,14,0,0,0,13.9,3.8,156,2022-01-12T05:00:00Z,PT60M
-22,0.42,-19,0,0,0,13.8,3.9,155,2022-01-12T06:00:00Z,PT60M
-21,0.42,-47,0,0,0,13.8,4.1,149,2022-01-12T07:00:00Z,PT60M
-19,0.42,-66,0,0,0,13.8,4.5,141,2022-01-12T08:00:00Z,PT60M
-17,0.42,-80,0,0,0,13.9,5,131,2022-01-12T09:00:00Z,PT60M
-16,0.42,-91,0,0,0,14.2,5.4,120,2022-01-12T10:00:00Z,PT60M
-15,0.42,-102,0,0,0,14.7,5.5,110,2022-01-12T11:00:00Z,PT60M
-15,0.42,-112,0,0,0,14.8,5.3,100,2022-01-12T12:00:00Z,PT60M
-15,0.42,-122,8,5,8,14.8,5.2,90,2022-01-12T13:00:00Z,PT60M
-15,0.42,-133,58,4,58,14.7,4.9,82,2022-01-12T14:00:00Z,PT60M
-14,0.42,-145,74,0,74,14.7,4.7,75,2022-01-12T15:00:00Z,PT60M
-14,0.42,-159,126,0,126,14.6,4.7,70,2022-01-12T16:00:00Z,PT60M
-12,0.42,-174,121,0,121,14.5,4.5,68,2022-01-12T17:00:00Z,PT60M
-10,0.42,171,64,0,64,14.3,4.4,68,2022-01-12T18:00:00Z,PT60M
-9,0.42,157,88,0,88,14.3,4.3,71,2022-01-12T19:00:00Z,PT60M
-9,0.42,143,47,0,47,14.3,3.7,76,2022-01-12T20:00:00Z,PT60M
-8,0.42,131,40,4,40,14.3,3.5,83,2022-01-12T21:00:00Z,PT60M
-7,0.42,120,2,0,2,14.4,3.6,92,2022-01-12T22:00:00Z,PT60M
-7,0.42,110,0,0,0,14.8,3.4,101,2022-01-12T23:00:00Z,PT60M
-6,0.42,100,0,0,0,15,3.2,111,2022-01-13T00:00:00Z,PT60M
-6,0.42,90,0,0,0,15,2.8,122,2022-01-13T01:00:00Z,PT60M
-6,0.42,78,0,0,0,15,2.5,132,2022-01-13T02:00:00Z,PT60M
-5,0.42,63,0,0,0,15,2,142,2022-01-13T03:00:00Z,PT60M
-6,0.42,43,0,0,0,15,1.7,150,2022-01-13T04:00:00Z,PT60M
-6,0.42,14,0,0,0,15,1.4,156,2022-01-13T05:00:00Z,PT60M
-6,0.42,-19,0,0,0,15,1,155,2022-01-13T06:00:00Z,PT60M
-6,0.42,-47,0,0,0,15,1,149,2022-01-13T07:00:00Z,PT60M
-6,0.42,-66,0,0,0,15,1.1,141,2022-01-13T08:00:00Z,PT60M
-6,0.42,-80,0,0,0,15,1.3,131,2022-01-13T09:00:00Z,PT60M
-6,0.42,-91,0,0,0,15.7,1.4,120,2022-01-13T10:00:00Z,PT60M
-6,0.42,-101,0,0,0,16.3,1.4,110,2022-01-13T11:00:00Z,PT60M
-6,0.42,-111,0,0,0,16.2,1.3,100,2022-01-13T12:00:00Z,PT60M
-5,0.42,-122,6,0,6,16.2,1.3,90,2022-01-13T13:00:00Z,PT60M
-5,0.42,-133,56,0,56,16,1.1,82,2022-01-13T14:00:00Z,PT60M
-4,0.42,-145,105,11,108,15.8,1.1,75,2022-01-13T15:00:00Z,PT60M
-3,0.42,-159,116,0,116,15.4,1.4,70,2022-01-13T16:00:00Z,PT60M
-2,0.42,-174,132,0,132,15.2,1.8,67,2022-01-13T17:00:00Z,PT60M
-1,0.42,171,102,0,102,15.2,1.9,68,2022-01-13T18:00:00Z,PT60M
-2,0.42,157,96,0,96,15.1,1.8,71,2022-01-13T19:00:00Z,PT60M
-2,0.42,143,75,0,75,15,1.6,76,2022-01-13T20:00:00Z,PT60M
-1,0.42,131,46,0,46,15,1.1,83,2022-01-13T21:00:00Z,PT60M
-2,0.42,120,2,0,2,15,0.6,91,2022-01-13T22:00:00Z,PT60M
-3,0.42,110,0,0,0,15,0.3,101,2022-01-13T23:00:00Z,PT60M
-3,0.42,100,0,0,0,15,0.1,111,2022-01-14T00:00:00Z,PT60M
-3,0.42,90,0,0,0,15,0.3,122,2022-01-14T01:00:00Z,PT60M
-3,0.42,78,0,0,0,15,0.8,132,2022-01-14T02:00:00Z,PT60M
-3,0.42,63,0,0,0,15,1.2,142,2022-01-14T03:00:00Z,PT60M
-3,0.42,43,0,0,0,15.2,1.4,150,2022-01-14T04:00:00Z,PT60M
-3,0.42,14,0,0,0,15.3,1.5,155,2022-01-14T05:00:00Z,PT60M
-3,0.44,-19,0,0,0,15.5,1.5,155,2022-01-14T06:00:00Z,PT60M
-3,0.44,-46,0,0,0,15.7,1.5,149,2022-01-14T07:00:00Z,PT60M
-3,0.44,-66,0,0,0,15.9,1.5,141,2022-01-14T08:00:00Z,PT60M
-4,0.44,-80,0,0,0,16.2,1.7,131,2022-01-14T09:00:00Z,PT60M
-4,0.44,-91,0,0,0,16.8,2.1,120,2022-01-14T10:00:00Z,PT60M
-5,0.44,-101,0,0,0,17.7,2.3,110,2022-01-14T11:00:00Z,PT60M
-6,0.44,-111,0,0,0,18,2.7,99,2022-01-14T12:00:00Z,PT60M
-6,0.44,-122,5,0,5,18.2,3.1,90,2022-01-14T13:00:00Z,PT60M
-7,0.44,-133,66,56,73,18.2,3.7,82,2022-01-14T14:00:00Z,PT60M
-8,0.44,-145,114,0,114,18,4.1,75,2022-01-14T15:00:00Z,PT60M
-9,0.44,-159,180,191,244,17.8,4.3,70,2022-01-14T16:00:00Z,PT60M
-10,0.44,-173,238,45,256,17.6,4.2,67,2022-01-14T17:00:00Z,PT60M
-11,0.44,171,219,5,221,17.6,3.9,67,2022-01-14T18:00:00Z,PT60M
-11,0.44,157,168,150,215,17.3,4.1,70,2022-01-14T19:00:00Z,PT60M
-13,0.44,143,98,448,214,17.1,4.6,76,2022-01-14T20:00:00Z,PT60M
-14,0.44,131,45,405,103,17.1,4.7,83,2022-01-14T21:00:00Z,PT60M
-17,0.44,120,5,2,5,17.3,4.7,91,2022-01-14T22:00:00Z,PT60M
-19,0.44,110,0,0,0,17.5,4.8,101,2022-01-14T23:00:00Z,PT60M
-19,0.44,100,0,0,0,17.5,4.9,111,2022-01-15T00:00:00Z,PT60M
-19,0.44,89,0,0,0,17.5,4.7,121,2022-01-15T01:00:00Z,PT60M
-21,0.44,78,0,0,0,17.5,4.6,132,2022-01-15T02:00:00Z,PT60M
-22,0.44,63,0,0,0,17.5,4.9,142,2022-01-15T03:00:00Z,PT60M
-22,0.44,43,0,0,0,17.5,4.9,150,2022-01-15T04:00:00Z,PT60M
-24,0.44,15,0,0,0,17.5,4.7,155,2022-01-15T05:00:00Z,PT60M
-25,0.43,-19,0,0,0,17.5,4.6,155,2022-01-15T06:00:00Z,PT60M
-25,0.43,-46,0,0,0,17.5,4.6,149,2022-01-15T07:00:00Z,PT60M
-25,0.43,-65,0,0,0,17.5,4.6,140,2022-01-15T08:00:00Z,PT60M
-26,0.43,-79,0,0,0,17.5,4.7,130,2022-01-15T09:00:00Z,PT60M
-27,0.43,-91,0,0,0,17.5,4.6,120,2022-01-15T10:00:00Z,PT60M
-27,0.43,-101,0,0,0,17.3,4.6,110,2022-01-15T11:00:00Z,PT60M
-27,0.43,-111,0,0,0,16.8,4.7,99,2022-01-15T12:00:00Z,PT60M
-27,0.43,-121,7,69,13,16.5,4.6,90,2022-01-15T13:00:00Z,PT60M
-26,0.43,-133,32,712,139,16.3,4.5,82,2022-01-15T14:00:00Z,PT60M
-25,0.43,-145,47,878,280,16.3,4.6,75,2022-01-15T15:00:00Z,PT60M
-25,0.43,-159,84,819,366,16.3,4.7,70,2022-01-15T16:00:00Z,PT60M
-23,0.43,-173,154,570,375,16.3,4.6,67,2022-01-15T17:00:00Z,PT60M
-22,0.43,171,149,585,375,16.3,4.6,67,2022-01-15T18:00:00Z,PT60M
-22,0.43,157,59,919,371,16.3,4.8,70,2022-01-15T19:00:00Z,PT60M
-21,0.43,143,48,844,262,16.3,4.8,75,2022-01-15T20:00:00Z,PT60M
-21,0.43,131,31,624,118,16.3,4.3,83,2022-01-15T21:00:00Z,PT60M
-22,0.43,120,4,38,7,16.3,3.9,91,2022-01-15T22:00:00Z,PT60M
-23,0.43,110,0,0,0,16.3,3.8,101,2022-01-15T23:00:00Z,PT60M
-23,0.43,100,0,0,0,16.3,3.6,111,2022-01-16T00:00:00Z,PT60M
-23,0.43,89,0,0,0,16.3,3.3,121,2022-01-16T01:00:00Z,PT60M
-24,0.43,78,0,0,0,16.3,3.1,132,2022-01-16T02:00:00Z,PT60M
-24,0.43,63,0,0,0,16.3,3,141,2022-01-16T03:00:00Z,PT60M
-24,0.43,43,0,0,0,16.3,2.8,150,2022-01-16T04:00:00Z,PT60M
-25,0.43,15,0,0,0,16.3,2.7,155,2022-01-16T05:00:00Z,PT60M
-26,0.43,-18,0,0,0,16.3,2.6,155,2022-01-16T06:00:00Z,PT60M
-26,0.43,-46,0,0,0,16.3,2.5,149,2022-01-16T07:00:00Z,PT60M
-26,0.43,-65,0,0,0,16.3,2.5,140,2022-01-16T08:00:00Z,PT60M
-27,0.43,-79,0,0,0,16.3,2.5,130,2022-01-16T09:00:00Z,PT60M
-27,0.43,-91,0,0,0,16.2,2.4,120,2022-01-16T10:00:00Z,PT60M
-27,0.43,-101,0,0,0,16.1,2.3,109,2022-01-16T11:00:00Z,PT60M
-27,0.43,-111,0,0,0,16,2.3,99,2022-01-16T12:00:00Z,PT60M
-27,0.43,-121,6,88,14,16,2.3,90,2022-01-16T13:00:00Z,PT60M
-24,0.43,-132,30,685,135,16,2.1,81,2022-01-16T14:00:00Z,PT60M
-20,0.43,-145,45,847,272,16,1.7,75,2022-01-16T15:00:00Z,PT60M
-18,0.43,-158,73,829,361,16,1.5,70,2022-01-16T16:00:00Z,PT60M
-15,0.43,-173,161,498,356,16,1.6,67,2022-01-16T17:00:00Z,PT60M
-12,0.43,172,142,582,368,16,1.7,67,2022-01-16T18:00:00Z,PT60M
-12,0.43,157,63,867,359,16,1.7,70,2022-01-16T19:00:00Z,PT60M
-11,0.43,143,50,787,254,16,1.8,75,2022-01-16T20:00:00Z,PT60M
-10,0.43,131,30,629,118,16,2,82,2022-01-16T21:00:00Z,PT60M
-11,0.43,120,4,50,8,16,2.5,91,2022-01-16T22:00:00Z,PT60M
-12,0.43,110,0,0,0,16,3,100,2022-01-16T23:00:00Z,PT60M
-12,0.43,100,0,0,0,16,3.6,111,2022-01-17T00:00:00Z,PT60M
-12,0.43,89,0,0,0,16,4.1,121,2022-01-17T01:00:00Z,PT60M
-12,0.43,78,0,0,0,16,4,131,2022-01-17T02:00:00Z,PT60M
-12,0.43,63,0,0,0,16,4.1,141,2022-01-17T03:00:00Z,PT60M
-12,0.43,43,0,0,0,15.9,4.1,150,2022-01-17T04:00:00Z,PT60M
-11,0.43,15,0,0,0,15.9,4.1,155,2022-01-17T05:00:00Z,PT60M
-11,0.48,-18,0,0,0,15.8,4.3,154,2022-01-17T06:00:00Z,PT60M
-11,0.48,-45,0,0,0,15.6,4.5,149,2022-01-17T07:00:00Z,PT60M
-10,0.48,-65,0,0,0,15.6,4.6,140,2022-01-17T08:00:00Z,PT60M
-8,0.48,-79,0,0,0,15.6,4.7,130,2022-01-17T09:00:00Z,PT60M
-7,0.48,-90,0,0,0,16.6,4.8,120,2022-01-17T10:00:00Z,PT60M
-5,0.48,-101,0,0,0,17.7,5.1,109,2022-01-17T11:00:00Z,PT60M
-5,0.48,-111,0,0,0,18.2,5.7,99,2022-01-17T12:00:00Z,PT60M
-5,0.48,-121,3,0,3,18.5,6.6,90,2022-01-17T13:00:00Z,PT60M
-4,0.48,-132,40,0,40,18.7,7.4,81,2022-01-17T14:00:00Z,PT60M
-3,0.48,-145,75,0,75,19.7,7.8,74,2022-01-17T15:00:00Z,PT60M
-3,0.48,-158,115,72,138,20.8,6.5,69,2022-01-17T16:00:00Z,PT60M
-2,0.48,-173,97,0,97,21.2,5.4,67,2022-01-17T17:00:00Z,PT60M
-1,0.48,172,66,0,66,21.6,4.7,67,2022-01-17T18:00:00Z,PT60M
-0,0.48,157,111,3,112,22,3.7,70,2022-01-17T19:00:00Z,PT60M
-0,0.48,143,72,0,72,22.2,3,75,2022-01-17T20:00:00Z,PT60M
0,0.48,131,57,65,67,22.3,2.2,82,2022-01-17T21:00:00Z,PT60M
-0,0.48,120,2,0,2,22.8,1.6,91,2022-01-17T22:00:00Z,PT60M
-2,0.48,110,0,0,0,23.2,2.1,100,2022-01-17T23:00:00Z,PT60M
-1,0.48,100,0,0,0,23.2,2.6,110,2022-01-18T00:00:00Z,PT60M
-1,0.48,89,0,0,0,23.2,3.2,121,2022-01-18T01:00:00Z,PT60M
-2,0.48,78,0,0,0,23.4,3.9,131,2022-01-18T02:00:00Z,PT60M
-3,0.48,63,0,0,0,23.5,4.5,141,2022-01-18T03:00:00Z,PT60M
-4,0.48,43,0,0,0,23.3,4.4,149,2022-01-18T04:00:00Z,PT60M
-5,0.48,15,0,0,0,23.2,4.6,155,2022-01-18T05:00:00Z,PT60M
-6,0.47,-18,0,0,0,23.3,4.9,154,2022-01-18T06:00:00Z,PT60M
-6,0.47,-45,0,0,0,23.4,5.2,149,2022-01-18T07:00:00Z,PT60M
-7,0.47,-64,0,0,0,23.4,5.6,140,2022-01-18T08:00:00Z,PT60M
-9,0.47,-79,0,0,0,23.4,5.8,130,2022-01-18T09:00:00Z,PT60M
-10,0.47,-90,0,0,0,23.4,5.5,120,2022-01-18T10:00:00Z,PT60M
-11,0.47,-100,0,0,0,22.8,5.3,109,2022-01-18T11:00:00Z,PT60M
-11,0.47,-110,0,0,0,21.8,5.3,99,2022-01-18T12:00:00Z,PT60M
-11,0.47,-121,8,0,9,21,5.5,90,2022-01-18T13:00:00Z,PT60M
-11,0.47,-132,73,80,82,20.4,5.8,81,2022-01-18T14:00:00Z,PT60M
-12,0.47,-144,116,287,191,20.1,6.2,74,2022-01-18T15:00:00Z,PT60M
-12,0.47,-158,219,3,220,20,6.1,69,2022-01-18T16:00:00Z,PT60M
-13,0.47,-173,232,0,232,19.8,6.2,67,2022-01-18T17:00:00Z,PT60M
-14,0.47,172,229,111,272,19.7,6.2,67,2022-01-18T18:00:00Z,PT60M
-14,0.47,157,104,697,344,19.7,6.3,70,2022-01-18T19:00:00Z,PT60M
-15,0.47,143,90,598,241,19.7,6.3,75,2022-01-18T20:00:00Z,PT60M
-15,0.47,131,32,662,129,19.7,5.9,82,2022-01-18T21:00:00Z,PT60M
-16,0.47,120,5,75,11,19.7,5.2,90,2022-01-18T22:00:00Z,PT60M
-17,0.47,109,0,0,0,19.6,4.7,100,2022-01-18T23:00:00Z,PT60M
-18,0.47,99,0,0,0,19.5,4.4,110,2022-01-19T00:00:00Z,PT60M
-18,0.47,89,0,0,0,19.5,4,121,2022-01-19T01:00:00Z,PT60M
-18,0.47,77,0,0,0,19.5,3.5,131,2022-01-19T02:00:00Z,PT60M
-20,0.47,63,0,0,0,19.5,2.8,141,2022-01-19T03:00:00Z,PT60M
-20,0.47,43,0,0,0,19.4,2.3,149,2022-01-19T04:00:00Z,PT60M
-22,0.47,15,0,0,0,19.4,1.9,154,2022-01-19T05:00:00Z,PT60M
-23,0.5,-17,0,0,0,19.4,1.6,154,2022-01-19T06:00:00Z,PT60M
-24,0.5,-45,0,0,0,19.4,1.5,149,2022-01-19T07:00:00Z,PT60M
-23,0.5,-64,0,0,0,19.4,2.1,140,2022-01-19T08:00:00Z,PT60M
-23,0.5,-78,0,0,0,19.4,2.7,130,2022-01-19T09:00:00Z,PT60M
-21,0.5,-90,0,0,0,19.1,3,120,2022-01-19T10:00:00Z,PT60M
-19,0.5,-100,0,0,0,18.8,3.2,109,2022-01-19T11:00:00Z,PT60M
-17,0.5,-110,0,0,0,18.8,3.6,99,2022-01-19T12:00:00Z,PT60M
-16,0.5,-121,7,0,7,18.8,3.9,90,2022-01-19T13:00:00Z,PT60M
-14,0.5,-132,58,2,58,18.9,4.3,81,2022-01-19T14:00:00Z,PT60M
-12,0.5,-144,109,16,113,18.8,4.8,74,2022-01-19T15:00:00Z,PT60M
-12,0.5,-158,99,0,99,18.8,5.3,69,2022-01-19T16:00:00Z,PT60M
-10,0.5,-173,57,0,57,18.8,5.3,66,2022-01-19T17:00:00Z,PT60M
-8,0.5,172,56,0,56,18.4,5.2,66,2022-01-19T18:00:00Z,PT60M
-7,0.5,157,65,0,65,17.9,5.3,69,2022-01-19T19:00:00Z,PT60M
-5,0.5,143,48,0,48,17.7,5.3,75,2022-01-19T20:00:00Z,PT60M
-3,0.5,131,46,0,46,17.5,5.4,82,2022-01-19T21:00:00Z,PT60M
-2,0.5,120,5,0,5,17.4,5,90,2022-01-19T22:00:00Z,PT60M
-1,0.5,109,0,0,0,17.2,5.1,100,2022-01-19T23:00:00Z,PT60M
-0,0.5,99,0,0,0,17.1,5.4,110,2022-01-20T00:00:00Z,PT60M
-0,0.5,89,0,0,0,17,5.5,120,2022-01-20T01:00:00Z,PT60M
-0,0.5,77,0,0,0,16.8,5.3,131,2022-01-20T02:00:00Z,PT60M
-1,0.5,63,0,0,0,16.8,5.1,141,2022-01-20T03:00:00Z,PT60M
-2,0.5,43,0,0,0,16.6,5,149,2022-01-20T04:00:00Z,PT60M
-3,0.5,15,0,0,0,16.7,5,154,2022-01-20T05:00:00Z,PT60M
-3,0.51,-17,0,0,0,16.7,5,154,2022-01-20T06:00:00Z,PT60M
-4,0.51,-44,0,0,0,16.7,4.9,149,2022-01-20T07:00:00Z,PT60M
-5,0.51,-64,0,0,0,16.7,4.8,140,2022-01-20T08:00:00Z,PT60M
-6,0.51,-78,0,0,0,16.7,4.8,130,2022-01-20T09:00:00Z,PT60M
-8,0.51,-90,0,0,0,19,4.6,120,2022-01-20T10:00:00Z,PT60M
-11,0.51,-100,0,0,0,22.2,4.2,109,2022-01-20T11:00:00Z,PT60M
-12,0.51,-110,0,0,0,23.2,3.9,99,2022-01-20T12:00:00Z,PT60M
-12,0.51,-120,11,1,11,23.5,3.9,90,2022-01-20T13:00:00Z,PT60M
-13,0.51,-132,72,240,114,23.6,3.8,81,2022-01-20T14:00:00Z,PT60M
-14,0.51,-144,78,673,268,23.4,3.7,74,2022-01-20T15:00:00Z,PT60M
-14,0.51,-158,113,677,355,23,3.7,69,2022-01-20T16:00:00Z,PT60M
-14,0.51,-173,239,157,302,22.8,3.6,66,2022-01-20T17:00:00Z,PT60M
-14,0.51,172,215,280,327,22.6,3.4,66,2022-01-20T18:00:00Z,PT60M
-14,0.51,157,125,613,341,22.6,3.4,69,2022-01-20T19:00:00Z,PT60M
-15,0.51,143,57,801,272,22.5,3.4,74,2022-01-20T20:00:00Z,PT60M
-15,0.51,131,33,666,135,22.5,3.2,82,2022-01-20T21:00:00Z,PT60M
-17,0.51,120,6,92,14,22.5,2.9,90,2022-01-20T22:00:00Z,PT60M
-19,0.51,109,0,0,0,22.5,2.8,100,2022-01-20T23:00:00Z,PT60M
-19,0.51,99,0,0,0,22.5,2.8,110,2022-01-21T00:00:00Z,PT60M
-19,0.51,89,0,0,0,22.5,2.8,120,2022-01-21T01:00:00Z,PT60M
-20,0.51,77,0,0,0,22.5,2.7,131,2022-01-21T02:00:00Z,PT60M
-21,0.51,63,0,0,0,22.5,2.8,141,2022-01-21T03:00:00Z,PT60M
-21,0.51,43,0,0,0,22.5,2.7,149,2022-01-21T04:00:00Z,PT60M
-22,0.51,15,0,0,0,22.5,2.5,154,2022-01-21T05:00:00Z,PT60M
-23,0.5,-17,0,0,0,22.5,2.5,154,2022-01-21T06:00:00Z,PT60M
-23,0.5,-44,0,0,0,22.5,2.4,148,2022-01-21T07:00:00Z,PT60M
-24,0.5,-64,0,0,0,22.5,2,140,2022-01-21T08:00:00Z,PT60M
-26,0.5,-78,0,0,0,22.5,1.7,130,2022-01-21T09:00:00Z,PT60M
-27,0.5,-89,0,0,0,22.6,1.6,120,2022-01-21T10:00:00Z,PT60M
-28,0.5,-100,0,0,0,22.6,1.6,109,2022-01-21T11:00:00Z,PT60M
-28,0.5,-110,0,0,0,22.6,1.5,99,2022-01-21T12:00:00Z,PT60M
-28,0.5,-120,7,147,19,22.7,1.5,89,2022-01-21T13:00:00Z,PT60M
-26,0.5,-131,32,732,150,22.8,1.2,81,2022-01-21T14:00:00Z,PT60M
-23,0.5,-144,47,883,294,22.6,0.8,74,2022-01-21T15:00:00Z,PT60M
-22,0.5,-158,85,821,381,22.2,0.9,69,2022-01-21T16:00:00Z,PT60M
-20,0.5,-173,175,497,378,21.9,1.3,66,2022-01-21T17:00:00Z,PT60M
-18,0.5,172,165,541,384,21.7,1.5,66,2022-01-21T18:00:00Z,PT60M
-18,0.5,157,116,674,357,21.3,1.7,69,2022-01-21T19:00:00Z,PT60M
-18,0.5,143,48,868,286,21.2,1.7,74,2022-01-21T20:00:00Z,PT60M
-19,0.5,131,33,703,142,21.2,1.4,81,2022-01-21T21:00:00Z,PT60M
-21,0.5,120,6,111,16,21.3,1.5,90,2022-01-21T22:00:00Z,PT60M
-23,0.5,109,0,0,0,21.5,1.8,99,2022-01-21T23:00:00Z,PT60M
-22,0.5,99,0,0,0,21.5,1.8,110,2022-01-22T00:00:00Z,PT60M
-22,0.5,89,0,0,0,21.5,1.2,120,2022-01-22T01:00:00Z,PT60M
-23,0.5,77,0,0,0,21.6,0.4,130,2022-01-22T02:00:00Z,PT60M
-26,0.5,63,0,0,0,21.6,0.8,140,2022-01-22T03:00:00Z,PT60M
-28,0.5,43,0,0,0,21.6,1.2,149,2022-01-22T04:00:00Z,PT60M
-29,0.5,15,0,0,0,21.6,1.4,154,2022-01-22T05:00:00Z,PT60M
-30,0.51,-17,0,0,0,21.6,1.5,154,2022-01-22T06:00:00Z,PT60M
-31,0.51,-44,0,0,0,21.6,1.5,148,2022-01-22T07:00:00Z,PT60M
-32,0.51,-63,0,0,0,21.6,1.6,140,2022-01-22T08:00:00Z,PT60M
-33,0.51,-78,0,0,0,21.6,1.8,130,2022-01-22T09:00:00Z,PT60M
-33,0.51,-89,0,0,0,22,1.8,119,2022-01-22T10:00:00Z,PT60M
-33,0.51,-100,0,0,0,22.4,1.8,109,2022-01-22T11:00:00Z,PT60M
-32,0.51,-110,0,0,0,22.4,2,99,2022-01-22T12:00:00Z,PT60M
-31,0.51,-120,8,145,20,22.4,2.1,89,2022-01-22T13:00:00Z,PT60M
-28,0.51,-131,32,742,154,22.3,1.9,81,2022-01-22T14:00:00Z,PT60M
-24,0.51,-144,47,893,299,22.2,1.6,74,2022-01-22T15:00:00Z,PT60M
-21,0.51,-158,100,765,377,22.2,1.5,68,2022-01-22T16:00:00Z,PT60M
-16,0.51,-173,210,355,356,22.1,1.6,66,2022-01-22T17:00:00Z,PT60M
-13,0.51,172,187,460,375,22.1,1.8,66,2022-01-22T18:00:00Z,PT60M
-12,0.51,157,103,746,372,22.1,2,69,2022-01-22T19:00:00Z,PT60M
-12,0.51,143,47,885,293,22.1,2,74,2022-01-22T20:00:00Z,PT60M
